MAL_ID,Name,Score,Genres,Type,Episodes,Aired,Premiered,Licensors,Studios,Source,Ranked,Popularity
12551,Jisshuusei,5.24,Hentai,OVA,1,"Jun 25, 2002",0,0,Image House,Visual novel,0,11803
12561,Benkei tai Ushiwaka,5.4,"Action, Comedy",Movie,1,"Jul, 1939",0,0,0,Other,9925,10431
12565,Fate/Prototype,6.73,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",OVA,1,"Dec 31, 2011",0,0,Lerche,Original,4761,1546
12579,Itsuka Tenma no Kuro Usagi Picture Drama,6.17,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",Special,6,"Sep 30, 2011 to Feb 24, 2012",0,0,Zexcs,Light novel,7489,6016
12581,Asa made Jugyou Chu!,6.13,"Comedy, Ecchi, Romance, School",OVA,1,"Jun 23, 2012",0,0,GoHands,Manga,7672,2431
12599,Ijime: Ikenie no Kyoushitsu,5.21,"Drama, Shoujo",OVA,1,"Feb 3, 2012",0,0,SynergySP,Manga,10320,9631
12603,Tora-chan to Hanayome,5.56,Drama,Movie,1,"Feb, 1948",0,0,0,Original,9524,10719
12611,Sengoku Collection,6.44,"Fantasy, Parody, Samurai",TV,26,"Apr 6, 2012 to Sep 28, 2012",Spring 2012,Nozomi Entertainment,Brain's Base,Game,6234,3518
12637,"Mogyutto ""Love"" de Sekkinchuu!",7.21,Music,Music,1,"Feb 15, 2012",0,0,Sunrise,Music,2752,4591
12651,Danball Senki W,7.05,"Action, Kids, Mecha",TV,58,"Jan 18, 2012 to Mar 20, 2013",Winter 2012,Dentsu Entertainment USA,OLM,Game,3457,6735
12663,Patalliro! Stardust Keikaku,6.51,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",Movie,1,"Jul 10, 1983",0,0,Toei Animation,Manga,5828,10349
12669,Amagami SS+ Plus: Extra Episode+ Plus,7.23,Romance,Special,6,"Apr 4, 2012 to Sep 5, 2012",0,0,AIC,Visual novel,2639,3012
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,"Jul 14, 2012",0,The Pokemon Company International,OLM,Game,6230,2790
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.2,"Comedy, Romance, Slice of Life",Special,1,"Jul 11, 2012",0,0,feel.,Light novel,2781,2743
12677,Ozma,6.11,"Action, Sci-Fi, Adventure",TV,6,"Mar 17, 2012 to Apr 21, 2012",Spring 2012,0,"Gonzo, LandQ studios",Original,7746,4287
12679,Joshiraku,7.49,"Slice of Life, Comedy, Shounen",TV,13,"Jul 6, 2012 to Sep 28, 2012",Summer 2012,0,J.C.Staff,Manga,1598,1452
12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45,"Comedy, Parody, Fantasy",OVA,1,"Jul 27, 2012",0,0,Sunrise,Original,6157,2014
12689,Kiss Dum R: Meguriahi,6.15,"Mecha, Military, Sci-Fi",Special,1,"Oct 19, 2008",0,0,Satelight,Original,7577,10327
12695,Tight-rope,7.07,"Romance, Shounen Ai",OVA,2,"May 30, 2012 to Jun 27, 2012",0,0,PrimeTime,Manga,3337,2590
12699,Tales of Gekijou,6.61,Comedy,Special,5,"Jan 1, 2012 to Feb 23, 2012",0,0,Sunrise,Game,5311,7052
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.04,Comedy,Special,3,"Nov 23, 2011 to Oct 24, 2012",0,0,ufotable,Game,3485,6193
12711,Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,Sentai Filmworks,A-1 Pictures,Visual novel,2562,1454
12715,The Hakkenden: Shin Shou,6.51,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,7,"Nov 25, 1993 to Mar 25, 1995",0,Geneon Universal Entertainment,AIC,Novel,5860,8690
12725,Initial D: Project D to the Next Stage - Project D e Mukete,7.5,"Action, Cars, Sports, Drama, Seinen",Special,1,"Mar 22, 2003",0,0,0,Manga,1580,5421
12729,High School DxD OVA,7.3,"Comedy, Demons, Ecchi, Romance, School",OVA,2,"Sep 6, 2012 to May 31, 2013",0,0,TNK,Light novel,2335,702
12745,Bari Bari Densetsu (1987),6.62,"Action, Drama, Shounen, Sports",Movie,1,"Aug 1, 1987",0,0,Studio Pierrot,Manga,5281,9427
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,"Action, Game, Mystery, Shounen",TV,25,"Apr 8, 2012 to Sep 23, 2012",Spring 2012,Sentai Filmworks,Sunrise,Original,2398,2449
12763,0-sen Hayato,0.0,"Historical, Military",TV,38,"Jan 21, 1964 to Oct 27, 1964",Winter 1964,0,0,Manga,13184,11687
12769,Yumemakura Baku Twilight Gekijou,5.68,"Horror, Psychological",OVA,4,"May 21, 1991 to Nov 21, 1991",0,0,"Studio Pierrot, D.A.S.T.",Novel,9232,10611
12783,Sora no Otoshimono Final: Eternal My Master,6.77,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Movie,1,"Apr 26, 2014",0,0,Production IMS,Manga,4595,1670
12789,Yasashii Lion,5.51,"Fantasy, Kids, Music",Movie,1,"Mar 21, 1970",0,0,0,Picture book,9642,11936
12791,Yankee Reppuu-tai,0.0,"Adventure, Drama, Shounen",OVA,6,"Mar 17, 1989 to Apr 21, 1996",0,0,Toei Animation,Manga,12939,13159
12793,Yanbou Ninbou Tonbou,0.0,Fantasy,TV,39,"Apr 5, 1995 to Jan 24, 1996",Spring 1995,0,0,Radio,12960,14761
12795,Yajikita Gakuen Douchuuki,5.72,"Adventure, Martial Arts, School, Shoujo",OVA,2,"Sep 15, 1989 to Jul 25, 1991",0,0,J.C.Staff,Manga,9113,10803
12799,Xevious,0.0,"Action, Adventure, Sci-Fi, Space",Movie,1,"Aug 3, 2002",0,0,0,Game,12883,12499
12803,Chinkoroheibei Tamatebako,5.22,"Kids, Fantasy, Comedy",Movie,1,1936,0,0,0,Original,10304,11330
12807,Wonder-kun no Hatsu Yume Uchuu Ryokou,0.0,Adventure,Special,1,"Jan 2, 1969",0,0,0,Original,12867,13920
12815,Shirokuma Cafe,7.94,"Slice of Life, Comedy, Josei",TV,50,"Apr 5, 2012 to Mar 28, 2013",Spring 2012,0,Studio Pierrot,Manga,613,1734
12835,Umeboshi Denka,0.0,"Comedy, Slice of Life",TV,26,"Apr 1, 1969 to Sep 23, 1969",Spring 1969,0,0,Original,12708,13419
12851,Ultraman USA,5.63,"Action, Adventure, Sci-Fi",Movie,1,"Apr 15, 1989",0,0,0,Other,9324,10776
12857,Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",Movie,1,"Feb 9, 2013",0,0,Bones,Original,5030,4708
12859,One Piece Film: Z,8.18,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,"Dec 15, 2012",0,Funimation,Toei Animation,Manga,326,826
12863,Pretty Rhythm: Dear My Future,6.68,"Slice of Life, Sports, Music, Shoujo",TV,51,"Apr 7, 2012 to Mar 30, 2013",Spring 2012,0,"Tatsunoko Production, Dongwoo A&E",Game,5018,5731
12865,Ai wa KAT-TUN,5.18,Comedy,ONA,5,"Jan 13, 2012",0,0,0,Other,10362,8493
12867,Tsuki no Sango,6.12,Drama,Movie,1,"Dec 21, 2010",0,0,ufotable,Other,7728,6972
12875,Ginga e Kickoff!!,7.24,"Sports, Shounen",TV,39,"Mar 26, 2012 to Feb 26, 2013",Spring 2012,0,TYO Animations,Novel,2611,3630
12877,Bokura no: Tsuisou,6.11,"Sci-Fi, Psychological, Drama, Mecha",Special,1,"Jul 24, 2007",0,0,Gonzo,Manga,7742,7926
12879,Dantalian no Shoka: Ibarahime,7.18,"Action, Historical, Mystery",OVA,1,"Aug 9, 2012",0,0,Gainax,Light novel,2852,3718
12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,5.85,"Comedy, Drama, Harem, Romance, Sci-Fi",OVA,4,"Dec 12, 2004",0,0,0,Visual novel,8675,10399
12883,Tsuritama,7.7,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,"Apr 13, 2012 to Jun 29, 2012",Spring 2012,Sentai Filmworks,A-1 Pictures,Original,1016,1042
12893,Danshi Koukousei no Nichijou Specials,7.86,"Comedy, School, Shounen, Slice of Life",Special,6,"Apr 3, 2012 to Sep 4, 2012",0,0,Sunrise,Web manga,723,1349
12899,Ucchare Goshogawara,0.0,"Martial Arts, School, Shounen, Sports",OVA,1,"Oct 25, 1991",0,0,J.C.Staff,Manga,12640,13053
12901,TWD Express Rolling Takeoff,0.0,"Adventure, Sci-Fi",Movie,1,"Jul 14, 1987",0,0,Gallop,Manga,12661,14170
12905,Tsuki ga Noboru made ni,6.38,"Drama, Historical",OVA,1,"Nov 8, 1991",0,0,0,Other,6500,10838
12907,Sekiei Ayakashi Mangatan,5.78,"Fantasy, Historical, Supernatural",ONA,3,"Feb 2, 2012 to Mar 1, 2012",0,0,0,Manga,8900,7550
12917,Madang-eul Naon Amtalg,7.62,"Adventure, Kids, Drama, Fantasy",Movie,1,"Jul 28, 2011",0,0,Odolttogi,Book,1231,7679
12921,Morita-san wa Mukuchi. Specials,6.45,"Comedy, School, Slice of Life",Special,2,"Jan 27, 2012",0,0,Seven,4-koma manga,6201,7179
12929,Saint Seiya Omega,6.28,"Action, Adventure, Fantasy, Shounen",TV,97,"Apr 1, 2012 to Mar 30, 2014",Spring 2012,0,Toei Animation,Manga,6998,2550
12951,AWOL,5.62,"Action, Space, Military, Sci-Fi",TV,12,"Jan 7, 1998 to Apr 1, 1998",Winter 1998,Bandai Entertainment,Studio Deen,Original,9362,10597
12955,Cele Kano,6.37,Hentai,OVA,2,"Apr 20, 2012 to Jul 20, 2012",0,0,0,Manga,0,7267
12957,First Love,6.81,Hentai,OVA,3,"Mar 16, 2012 to Oct 19, 2012",0,0,0,Manga,0,5766
12959,Ojousama☆Yomeiri Kousou!,6.94,Hentai,OVA,2,"Oct 5, 2012 to Nov 30, 2012",0,0,0,Light novel,0,5103
12961,Kansen 5: The Daybreak,6.47,Hentai,OVA,3,"Oct 26, 2012 to Apr 13, 2018",0,0,0,Visual novel,0,5822
12963,Jewelpet Kira☆Deco!,6.66,"Fantasy, Magic, Shoujo",TV,52,"Apr 7, 2012 to Mar 30, 2013",Spring 2012,0,Studio Comet,Original,5086,7864
12965,Jewelpet Movie: Sweets Dance Princess,6.04,"Fantasy, Magic, Shoujo",Movie,1,"Aug 11, 2012",0,0,Studio Comet,Original,8051,10218
12967,Arcana Famiglia,6.28,"Action, Harem, Supernatural, Romance, Shoujo",TV,12,"Jul 1, 2012 to Sep 16, 2012",Summer 2012,Sentai Filmworks,J.C.Staff,Visual novel,6964,864
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,"Action, Comedy, Parody",TV,51,"Apr 3, 2012 to Mar 26, 2013",Spring 2012,VIZ Media,Studio Pierrot,Manga,3032,1898
12991,Katte ni Kaizou Specials,6.42,"Comedy, Parody, School, Sci-Fi, Shounen",Special,3,"May 25, 2011 to Oct 26, 2011",0,0,Shaft,Manga,6330,8175
12995,Dark Blue,5.93,Hentai,OVA,2,"Apr 27, 2012 to Mar 29, 2013",0,0,PoRO,Visual novel,0,5609
12997,Please ♥♥♥♥ Me!,6.83,Hentai,OVA,2,"Apr 27, 2012 to Aug 31, 2012",0,0,Collaboration Works,Visual novel,0,4281
13019,Aneki no Kounai Kaikinbi,5.49,Hentai,OVA,1,"Feb 17, 2012",0,0,0,Original,0,5659
13029,Arashi no Yoru ni: Himitsu no Tomodachi,6.76,"Adventure, Drama",TV,26,"Apr 4, 2012 to Sep 26, 2012",Spring 2012,0,Sparky Animation,Book,4602,8486
13047,Anime Koukyoushi: Jungle Taitei,6.51,"Adventure, Kids, Shounen",OVA,1,"Apr 1, 1991",0,0,Madhouse,Manga,5847,10801
13055,Sankarea OVA,7.25,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,"Jun 8, 2012 to Nov 9, 2012",0,0,Studio Deen,Manga,2556,1528
13057,Peace Hame!,7.12,Hentai,OVA,6,"Mar 16, 2012 to Apr 19, 2013",0,0,Studio 9 MAiami,Manga,0,5138
13087,Youkoso Uchuujin,5.44,Comedy,Movie,1,1966,0,0,0,Original,9829,13001
13091,Ojiichan ga Kaizoku Datta Koro,5.62,Comedy,Movie,1,1968,0,0,0,Original,9364,13797
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,7.25,"Ecchi, Romance, Mystery, Seinen",OVA,1,"Aug 23, 2012",0,0,0,Manga,2577,2933
13115,Hakuouki Reimeiroku,7.48,"Action, Historical, Supernatural, Drama, Samurai, Josei",TV,12,"Jul 10, 2012 to Sep 25, 2012",Summer 2012,Sentai Filmworks,Studio Deen,Visual novel,1632,2294
13117,Hakuouki Movie 1: Kyoto Ranbu,7.67,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,1,"Aug 24, 2013",0,Sentai Filmworks,Studio Deen,Visual novel,1108,3366
13119,Hakuouki Movie 2: Shikon Soukyuu,7.77,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,1,"Mar 8, 2014",0,Sentai Filmworks,Studio Deen,Visual novel,882,3837
13125,Shinsekai yori,8.35,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",TV,25,"Sep 29, 2012 to Mar 23, 2013",Fall 2012,Sentai Filmworks,A-1 Pictures,Novel,187,168
13137,Itsuka Tenma no Kuro Usagi Special,6.36,"Comedy, Ecchi",Special,1,"Feb 24, 2012",0,0,Zexcs,Light novel,6605,6311
13139,Gakkatsu!,6.5,"Comedy, School",TV,25,"Apr 3, 2012 to Sep 18, 2012",Spring 2012,0,NHK,Original,5883,5792
13141,Shiba Inuko-san,5.77,Comedy,TV,26,"Apr 1, 2012 to Sep 23, 2012",Spring 2012,0,Hotline,Manga,8940,5217
13145,Cardfight!! Vanguard: Asia Circuit-hen,6.84,"Action, Game, Adventure, Demons, Shounen",TV,39,"Apr 8, 2012 to Jan 2, 2013",Spring 2012,0,TMS Entertainment,Original,4261,3702
13159,Kuromajo-san ga Tooru!!,6.49,"Comedy, Magic, School, Slice of Life",TV,60,"Apr 4, 2012 to Feb 19, 2014",Spring 2012,0,Shin-Ei Animation,Novel,5968,5382
13161,Hagure Yuusha no Aesthetica,6.89,"Action, Super Power, Ecchi, Fantasy",TV,12,"Jul 6, 2012 to Sep 21, 2012",Summer 2012,Funimation,Arms,Light novel,4090,431
13163,Furusato Saisei: Nippon no Mukashibanashi,7.0,"Historical, Kids, Supernatural",TV,258,"Apr 1, 2012 to Mar 26, 2017",Spring 2012,0,Tomason,Other,3646,4975
13165,Paboo & Mojies,0.0,Kids,TV,52,"Apr 2, 2012 to Mar 2, 2013",Spring 2012,Nelvana,Dongwoo A&E,Original,11446,14427
13169,Buta,6.46,"Adventure, Comedy, Fantasy, Historical",Movie,1,"Mar 5, 2012",0,0,Telecom Animation Film,Original,6082,5390
13171,Wasurenagumo,7.1,"Comedy, Supernatural",Movie,1,"Mar 12, 2012",0,0,Production I.G,Original,3200,2993
13173,Puka Puka Juju,6.69,"Fantasy, Slice of Life",Movie,1,"Mar 19, 2012",0,0,0,Original,4960,6575
13175,Shiranpuri (Movie),6.29,"Drama, School",Movie,1,"Mar 26, 2012",0,0,Shirogumi,Original,6957,6933
13177,Little Charo,0.0,Slice of Life,TV,50,"Apr 2, 2008 to Mar 25, 2009",Spring 2008,0,0,Original,15309,12842
13179,Little Charo 2,0.0,Slice of Life,TV,50,"Mar 29, 2010 to Mar 21, 2011",Spring 2010,0,0,Original,15306,13615
13183,Fate/Zero Remix,7.07,"Action, Fantasy, Supernatural",Special,2,"Mar 25, 2012 to Apr 1, 2012",0,0,ufotable,Light novel,3353,3675
13201,Monster Farm: Legend e no Michi,6.75,"Action, Adventure, Comedy, Fantasy",TV,25,"Apr 1, 2000 to Sep 30, 2000",Spring 2000,"ADV Films, Discotek Media",TMS Entertainment,Game,4697,4407
13203,Lupin the Third: Mine Fujiko to Iu Onna,7.78,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,"Apr 5, 2012 to Jun 28, 2012",Spring 2012,Funimation,TMS Entertainment,Manga,866,2312
13215,Guskou Budori no Denki (2012),6.27,"Slice of Life, Kids, Drama, Fantasy",Movie,1,"Jul 7, 2012",0,Sentai Filmworks,Tezuka Productions,Novel,7032,6420
13217,Hishoka Drop The Animation,6.35,Hentai,OVA,1,"May 25, 2012",0,0,G-Lam,Manga,0,7274
13219,Himesama Gentei!,6.85,Hentai,OVA,2,"May 25, 2012 to Oct 26, 2012",0,0,PoRO,Visual novel,0,5423
13221,Kyonyuu Fantasy,7.38,"Harem, Hentai, Demons, Supernatural, Fantasy",OVA,2,"May 25, 2012 to Jul 27, 2012",0,0,Majin,Visual novel,0,3500
13223,Bible Black: New Testament Recap,6.37,Hentai,OVA,1,"Jun 25, 2008",0,0,0,Visual novel,0,6339
13231,Metal Fight Beyblade Zero G,6.09,"Adventure, Sports",TV,38,"Apr 8, 2012 to Dec 23, 2012",Spring 2012,0,"Tatsunoko Production, SynergySP",Manga,7878,4941
13239,Mass Effect: Paragon Lost,6.33,"Action, Adventure, Sci-Fi",Movie,1,"Nov 29, 2012",0,Funimation,Production I.G,Game,6744,5432
13251,Shin Hikari Shinwa: Palutena no Kagami,6.4,"Adventure, Fantasy, Comedy",ONA,3,"Mar 13, 2012 to Mar 19, 2012",0,0,"Production I.G, Studio 4°C, Shaft",Game,6439,7468
13253,Blossom,6.52,Music,Movie,1,"Mar 24, 2012",0,0,Ordet,Original,5799,6876
13255,Haru wa Kuru,5.89,Adventure,ONA,1,"Jan 27, 2012",0,0,Studio 4°C,Original,8570,10996
13259,Kyoto Animation: Ajisai-hen,5.62,Magic,Special,1,"Jun, 2011",0,0,Kyoto Animation,Original,9382,6906
13261,Inazuma Eleven Go: Chrono Stone,7.17,"Sports, Super Power, Shounen",TV,51,"Apr 18, 2012 to May 1, 2013",Spring 2012,0,OLM,Game,2895,2621
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.67,Comedy,Special,6,"Mar 7, 2012 to Sep 19, 2012",0,Aniplex of America,ufotable,Original,5046,2918
13267,Shinryaku!! Ika Musume,7.49,"Slice of Life, Comedy, Shounen",OVA,3,"Aug 8, 2012 to Sep 8, 2014",0,Sentai Filmworks,Diomedéa,Manga,1613,3465
13271,Hunter x Hunter Movie 1: Phantom Rouge,7.24,"Action, Adventure, Fantasy, Shounen, Super Power",Movie,1,"Jan 12, 2013",0,VIZ Media,Madhouse,Manga,2604,1197
13283,One Off,6.44,Slice of Life,OVA,4,"Aug 5, 2012 to Oct 7, 2012",0,0,TYO Animations,Original,6205,4327
13287,Galaxy Angel Specials,6.8,"Comedy, Sci-Fi",Special,2,"Jan 25, 2002",0,"Nozomi Entertainment, Bandai Entertainment",Madhouse,Game,4445,9020
13299,Houkago no Tinker Bell,5.65,"Comedy, Drama, Mystery, Romance, School, Slice of Life",OVA,1,"Jul 22, 1992",0,0,Production Reed,Light novel,9285,11511
13303,Usogui,5.47,"Game, Psychological, Seinen",OVA,1,"Oct 19, 2012",0,0,Shueisha,Manga,9754,9601
13309,Kyoto Animation: Hoshi-hen,5.79,Fantasy,Special,1,"Aug 19, 2011",0,0,Kyoto Animation,Original,8880,7257
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,4.25,"Super Power, Music",Music,1,"Jan 28, 2011",0,0,Gainax,Original,10980,11727
13331,Jormungand: Perfect Order,7.94,"Action, Adventure, Seinen",TV,12,"Oct 10, 2012 to Dec 26, 2012",Fall 2012,Funimation,White Fox,Manga,626,977
13333,Tari Tari,7.32,"Music, Slice of Life, School",TV,13,"Jul 1, 2012 to Sep 23, 2012",Summer 2012,Sentai Filmworks,P.A. Works,Original,2270,1114
13335,Fuse: Teppou Musume no Torimonochou,7.36,"Action, Drama, Historical, Supernatural",Movie,1,"Oct 20, 2012",0,"NIS America, Inc.",TMS Entertainment,Book,2059,3126
13349,Chouyaku Hyakuninisshu: Uta Koi.,7.48,"Comedy, Historical, Romance, Josei",TV,13,"Jul 3, 2012 to Sep 25, 2012",Summer 2012,0,TYO Animations,Manga,1639,3317
13357,High School DxD Specials,7.27,"Ecchi, Comedy, Harem, Romance, Demons, School",Special,6,"Mar 21, 2012 to Aug 29, 2012",0,Funimation,TNK,Light novel,2479,944
13367,"Kono Naka ni Hitori, Imouto ga Iru!",6.6,"Comedy, Ecchi, Harem, Mystery, Romance, School",TV,12,"Jul 6, 2012 to Sep 28, 2012",Summer 2012,Sentai Filmworks,Studio Gokumi,Light novel,5373,867
13373,Kyoto Animation: Hana-hen,5.75,Slice of Life,Special,1,"Jun, 2010",0,0,Kyoto Animation,Original,9018,7121
13375,Kyoto Animation: Sora-hen,5.6,Slice of Life,Special,1,"Jul, 2010",0,0,Kyoto Animation,Original,9424,7308
13377,Recorder to Randoseru Re♪,6.87,"Comedy, School, Seinen, Slice of Life",TV,13,"Apr 4, 2012 to Jun 27, 2012",Spring 2012,0,Seven,4-koma manga,4151,3299
13379,Okusama wa Michael,6.18,Hentai,OVA,2,"Apr 20, 2012 to Jun 6, 2014",0,0,0,Original,0,7371
13391,Rakuen Tsuihou,7.38,"Action, Sci-Fi, Mecha",Movie,1,"Nov 15, 2014",0,Aniplex of America,Graphinica,Original,1967,1629
13403,Inu x Boku SS Special,7.6,"Comedy, Supernatural, Shounen",Special,1,"Sep 26, 2012",0,Sentai Filmworks,David Production,Manga,1270,1722
13405,Utsu Musume Sayuri,2.01,"Comedy, Dementia",OVA,1,2003,0,0,0,Original,11074,4367
13407,Doudou,5.6,Fantasy,OVA,2,2002 to 2003,0,0,0,Original,9425,12454
13409,Moyashimon Returns,7.22,"Comedy, Supernatural, School, Seinen",TV,11,"Jul 6, 2012 to Sep 14, 2012",Summer 2012,0,"Telecom Animation Film, Shirogumi",Manga,2708,3467
13411,Guilty Crown: Lost Christmas - An Episode of Port Town,6.94,"Action, Sci-Fi, Super Power, Drama",OVA,1,"Jul 26, 2012",0,0,Production I.G,Original,3842,1600
13421,Wheels,4.6,Comedy,OVA,1,2000,0,0,0,Original,10873,11818
13427,PES: Peace Eco Smile,5.65,"Slice of Life, Cars, Space",ONA,7,"May 25, 2012 to Aug 17, 2012",0,0,Studio 4°C,Original,9301,7666
13441,Shiawasette Naani,5.07,Fantasy,OVA,1,"Jul 9, 1991",0,0,Kyoto Animation,Novel,10500,10496
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,0.0,"Mecha, Sports",OVA,5,"Nov 21, 1994 to Apr 25, 1995",0,0,Sunrise,Original,12003,13051
13457,Tomodachi 8-nin,0.0,"Comedy, Kids",TV,398,"Mar 28, 2011 to Jan 5, 2019",Spring 2011,0,Egg,Original,12548,14029
13463,Panda no Taputapu,0.0,Kids,TV,431,"Apr 2, 2012 to Nov 29, 2013",Spring 2012,0,Kachidoki Studio,Original,11472,13713
13465,Little Charo: Touhoku-hen,0.0,Kids,TV,12,"Apr 7, 2012 to Jun 30, 2012",Spring 2012,0,0,Original,15305,14460
13469,Hyouka: Motsubeki Mono wa,7.37,"Mystery, School, Slice of Life",OVA,1,"Jul 8, 2012",0,Funimation,Kyoto Animation,Light novel,2035,1080
13495,Tokyo Disney Resort: Yume ga Kanau Basho,6.19,Slice of Life,Special,1,"Mar 23, 2012",0,0,Production I.G,Original,7378,9857
13511,Cofun Gal no Coffy: Cofunderella,0.0,Comedy,Movie,1,"Jan 16, 2010",0,0,0,Original,13706,14669
13517,Ryuugajou Nanana no Maizoukin,6.6,"Comedy, Supernatural",Special,1,"Dec 26, 2011",0,0,A-1 Pictures,Light novel,5355,4559
13535,Binbougami ga!,7.73,"Comedy, Parody, Shounen, Supernatural",TV,13,"Jul 5, 2012 to Sep 27, 2012",Summer 2012,Funimation,Sunrise,Manga,954,763
13543,Nantokashite Alguard,4.61,"Music, Super Power",ONA,1,"Jan 31, 2012",0,0,0,Original,10875,12697
13551,Shuukan Storyland,0.0,"Slice of Life, Comedy, Drama, Seinen",TV,56,"Oct 14, 1999 to Sep 13, 2001",Fall 1999,0,Satelight,Original,12089,12430
13559,Lovely Day: Boku to Kanojo no Nana Nichikan,6.03,Hentai,OVA,1,"Mar 23, 2012",0,0,0,Manga,0,7038
13561,Guilty Crown: 4-koma Gekijou,7.0,Comedy,Special,11,"Jan 25, 2012 to Nov 21, 2012",0,Funimation,Production I.G,4-koma manga,3636,3477
13563,The Four Seasons,6.27,Slice of Life,ONA,4,"Mar 28, 2012",0,0,P.A. Works,Original,7029,9017
13585,Natsuyuki Rendezvous,7.29,"Supernatural, Drama, Romance, Josei",TV,11,"Jul 6, 2012 to Sep 14, 2012",Summer 2012,Sentai Filmworks,Doga Kobo,Manga,2363,1864
13587,Persona 4 the Animation: No One is Alone,7.5,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",Special,1,"Aug 22, 2012",0,Sentai Filmworks,AIC ASTA,Game,1581,2562
13595,"Suki de Suki de, Suki de The Animation",6.87,Hentai,OVA,2,"Jun 29, 2012 to Sep 28, 2012",0,0,Office Takeout,Manga,0,4987
13599,Robotics;Notes,7.35,"Sci-Fi, Mystery, Drama, Mecha, School",TV,22,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,Funimation,Production I.G,Visual novel,2098,937
13601,Psycho-Pass,8.38,"Action, Sci-Fi, Police, Psychological",TV,22,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,Funimation,Production I.G,Original,168,45
13619,Sayonara Zetsubou Sensei Special Omake,6.59,"Comedy, Parody, School",Special,1,"Jan 31, 2012",0,0,Shaft,Manga,5415,6156
13629,Furiko,7.56,"Music, Slice of Life, Drama, Romance",Special,1,"Mar 16, 2012",0,0,0,Original,1396,4016
13643,Imouto Twins,5.91,Hentai,OVA,1,"Sep 8, 2006",0,Media Blasters,Y.O.U.C,Original,0,7983
13655,Little Busters!,7.52,"Slice of Life, Comedy, Supernatural, Drama, School",TV,26,"Oct 6, 2012 to Apr 6, 2013",Fall 2012,Sentai Filmworks,J.C.Staff,Visual novel,1533,617
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,"Comedy, Romance, Slice of Life",TV,13,"Apr 7, 2013 to Jun 30, 2013",Spring 2013,Aniplex of America,A-1 Pictures,Light novel,3434,373
13663,To LOVE-Ru Darkness,7.51,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,"Oct 6, 2012 to Dec 29, 2012",Fall 2012,Sentai Filmworks,Xebec,Manga,1561,497
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,7.67,"Action, Adventure, Super Power, Martial Arts, Shounen",Movie,1,"Jul 28, 2012",0,VIZ Media,Studio Pierrot,Manga,1094,656
13669,Owari no Chronicle,5.12,"Action, Adventure, Fantasy, Sci-Fi",Special,1,"Apr 1, 2012",0,0,0,Light novel,10448,7844
13673,Otome Nadeshiko Koi Techou,5.93,"Historical, Shoujo",OVA,1,"Jan 26, 2012",0,0,0,Light novel,8431,6723
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,6.12,Drama,Special,1,"Dec 14, 2011",0,0,0,Original,7720,6622
13677,Ao no Exorcist Movie Special,6.86,"Parody, Comedy",Special,1,"Apr 1, 2012",0,0,0,Original,4189,2846
13681,Nekogami Yaoyorozu Specials,6.21,"Comedy, Supernatural, Seinen",Special,7,"Sep 21, 2011 to Mar 21, 2012",0,0,AIC PLUS+,Manga,7271,9675
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,5.91,Drama,Special,1,"Dec 10, 2008",0,0,0,Original,8487,7658
